Afghanistan	20.60246
Albania	26.32753
Algeria	24.48846
Andorra	27.53363
Angola	22.08962
Antigua and Barbuda	25.64247
Argentina	27.38889
Armenia	25.1759
Australia	27.45878
Austria	26.38136
Azerbaijan	25.45513
Bahamas	27.12653
Bahrain	27.68865
Bangladesh	20.35493
Barbados	26.27575
Belarus	26.0111
Belgium	26.67529
Belize	26.90962
Benin	22.33366
Bermuda	28.26753
Bhutan	22.72221
Bolivia	24.37227
Bosnia and Herzegovina	26.49206
Botswana	21.98606
Brazil	25.63555
British Virgin Islands	27.16578
Brunei	24.13907
Bulgaria	26.42397
Burkina Faso	21.18575
Burundi	21.45897
Cambodia	20.72057
Cameroon	23.57521
Canada	27.40416
Cape Verde	23.36939
Central African Rep.	20.96435
Chad	21.40464
Chile	26.90237
China	22.86161
Colombia	24.82307
Comoros	22.01198
Congo, Dem. Rep.	19.8291
Congo, Rep.	21.79519
Cook Islands	32.4235
Costa Rica	26.3565
Cote d'Ivoire	22.48889
Croatia	26.49896
Cuba	24.93192
Cyprus	27.32855
Czech Rep.	27.81401
Denmark	26.03329
Djibouti	23.26892
Dominica	24.50453
Dominican Rep.	25.05235
Ecuador	25.49568
Egypt	26.64671
El Salvador	26.24783
Equatorial Guinea	23.60238
Eritrea	20.86923
Estonia	26.13144
Ethiopia	20.16319
Fiji	26.37474
Finland	26.64191
France	25.79057
French Polynesia	30.67857
Gabon	23.98256
Gambia	21.54302
Georgia	25.41457
Germany	27.0905
Ghana	22.73069
Greece	26.25289
Greenland	25.94868
Grenada	25.08222
Guatemala	25.20987
Guinea	22.43725
Guinea-Bissau	21.59109
Guyana	23.64781
Haiti	23.58323
Honduras	25.01546
Hong Kong, China	24.94447
Hungary	27.00873
Iceland	27.09734
India	20.93488
Indonesia	21.74807
Iran	25.24163
Iraq	26.64623
Ireland	27.57676
Israel	27.02232
Italy	26.40849
Jamaica	23.91519
Japan	23.44693
Jordan	27.37429
Kazakhstan	26.11979
Kenya	21.51645
Kiribati	29.09752
Korea, Dem. Rep.	22.01135
Korea, Rep.	23.92079
Kuwait	29.003
Kyrgyzstan	24.666
Laos	20.98242
Latvia	26.32953
Lebanon	27.09268
Lesotho	21.76567
Liberia	21.84234
Libya	26.44751
Lithuania	26.74333
Luxembourg	27.3321
Macao, China	25.54498
Macedonia, FYR	26.25277
Madagascar	21.3437
Malawi	21.92539
Malaysia	24.61322
Maldives	23.07533
Mali	21.69203
Malta	27.60792
Marshall Islands	29.21093
Mauritania	22.53522
Mauritius	25.03885
Mexico	27.32899
Micronesia, Fed. Sts.	27.99366
Moldova	24.14999
Mongolia	24.71713
Montenegro	26.44582
Morocco	25.52608
Mozambique	21.8193
Myanmar	21.32024
Namibia	22.4987
Nauru	33.69373
Nepal	20.74963
Netherlands	25.9188
Netherlands Antilles	27.58046
New Zealand	27.64444
Nicaragua	25.68266
Niger	21.14583
Nigeria	22.91228
Norway	26.83126
Oman	26.1214
Pakistan	22.24841
Palau	30.16934
Panama	26.12567
Papua New Guinea	24.92197
Paraguay	25.43538
Peru	24.67405
Philippines	22.8007
Poland	26.57013
Portugal	26.6081
Puerto Rico	28.22804
Qatar	27.98678
Romania	25.28747
Russia	25.8535
Rwanda	22.4516
Saint Kitts and Nevis	28.08559
Saint Lucia	24.56844
Saint Vincent and the Grenadines	25.3176
Samoa	30.26044
Sao Tome and Principe	23.37208
Saudi Arabia	27.7644
Senegal	21.84124
Serbia	26.42002
Seychelles	25.41426
Sierra Leone	22.41321
Singapore	23.83205
Slovak Republic	26.82124
Slovenia	27.35064
Solomon Islands	27.03587
Somalia	21.89742
South Africa	26.51022
Spain	27.39562
Sri Lanka	21.88625
Sudan	22.28084
Suriname	25.36476
Swaziland	23.05694
Sweden	26.29358
Switzerland	26.13979
Syria	26.84018
Taiwan	24.38886
Tajikistan	23.6844
Tanzania	22.38359
Thailand	22.93186
Timor-Leste	20.56553
Togo	21.80899
Tonga	30.84629
Trinidad and Tobago	26.27426
Tunisia	25.03337
Turkey	26.56181
Turkmenistan	25.11037
Uganda	22.2968
Ukraine	25.30307
United Arab Emirates	27.90413
United Kingdom	27.29918
United States	28.37574
Uruguay	26.29256
Uzbekistan	25.22226
Vanuatu	26.64903
Venezuela	27.30849
Vietnam	20.80189
West Bank and Gaza	26.5546
Yemen, Rep.	24.37949
Zambia	20.5977
Zimbabwe	21.97405
