,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,T
76189,76189,76423.0,139216.0,,,,,15.607829999999998,15.101424,205.7613,-3.41,9.55,-26.0,6.51,-0.057,M5II-III,1.2,-116.436999,-160.954565,53.606624,1.375e-05,2.48e-05,2.27e-06,4.086120283343719,0.2635695751224275,-1.6532146506944447e-08,4.6299706e-08,Tau-4,17.0,Ser,1,76189,,91.79097860573371,Tau-4,6.76,6.41,4308.727009145039
107312,107312,107655.0,207372.0,,,,,21.806345,0.200786,189.7533,11.87,-33.78,0.0,8.32,1.929,K1V,0.884,159.310987,-103.081919,0.664967,6.02e-06,9.11e-06,-3.107e-05,5.708887822539609,0.00350438501196625,5.754738388194443e-08,-1.63770061e-07,,,Aqr,1,107312,,14.736691770366885,,,,5039.699311497114
62985,62985,63187.0,,,,,,12.945114,-50.182346,196.4637,-78.79,-73.7,0.0,10.36,3.8939999999999997,G5,0.753,-121.97348799999999,-30.811059999999998,-150.90106699999998,3.389e-05,8.596e-05,-4.495e-05,3.3890230426338848,-0.8758471604422174,-3.8198469890972226e-07,-3.57307682e-07,,,Cen,1,62985,,2.412126056092573,,10.437000000000001,10.287,5426.533871710267
114671,114671,115032.0,219713.0,,,,,23.298389,18.702398000000002,300.3003,-15.12,-8.19,-13.7,8.81,1.422,K0,1.077,279.658468,-51.953638,96.29204399999999,-1.331e-05,-1.992e-05,-1.579e-05,6.0995040265915,0.32641842657040004,-7.330382849999999e-08,-3.970624e-08,,,Peg,1,114671,,23.50715115938293,,,,4565.15630336834
51601,51601,51750.0,91426.0,,,,,10.572482,49.107306,374.5318,-10.65,-25.25,0.0,7.12,-0.747,K5,1.45,-228.261106,89.51328199999999,283.12242799999996,-2.52e-05,3.065e-05,-3.001e-05,2.767869401214252,0.8570841798647775,-5.1632656979166665e-08,-1.22415454e-07,,,UMa,1,51601,,173.30057353270814,,,,3870.2956395244883
79687,79687,79930.0,,,,,,16.314304,24.473968,151.2859,-32.57,105.69,0.0,10.1,4.2010000000000005,G0,0.664,-58.812488,-124.500596,62.674687,-7.88e-06,3.924e-05,7.055e-05,4.271074750341612,0.4271513244963075,-1.5790381575694445e-07,5.12399578e-07,,,Her,1,79687,,1.818025623774264,,10.161,10.031,5727.747329023016
1363,1363,1366.0,1280.0,63.0,,24The And,,0.28486300000000003,38.681636,94.697,-50.01,-17.9,1.0,4.61,-0.272,A2V,0.059000000000000004,73.717927,5.507828,59.184918,7.63e-06,-2.245e-05,-5.78e-06,0.0745769335159356,0.67512190066058,-2.424553216458333e-07,-8.6781648e-08,The,24.0,And,1,1363,,111.89224819552429,,,,9444.250091007687
111188,111188,111538.0,,,,,,22.596683,40.090942,296.7359,0.89,-6.98,0.0,9.48,2.1180000000000003,A0V,0.028999999999999998,211.861221,-81.53709,191.098719,6.49e-06,-1.13e-06,-7.68e-06,5.915797646754866,0.6997189369000526,4.314841756944444e-09,-3.3839994e-08,,,Lac,1,111188,,12.382262309589931,,,,9777.327488903338
17248,17248,17290.0,23164.0,,,,,3.701547,-23.247079,163.1321,-11.28,-7.1,0.0,8.72,2.657,A1V,0.146,84.847258,123.560681,-64.387754,6.1e-06,-6.88e-06,-5.16e-06,0.9690626984888971,-0.4057380761904963,-5.468698316666667e-08,-3.4421771e-08,,,Eri,1,17248,,7.537025766884255,,,,8605.94894555253
66679,66679,66891.0,,,,,,13.707970000000001,28.53306,294.9853,-48.05,-4.4,0.0,10.56,3.2110000000000003,G0,0.539,-233.67790499999998,-112.057667,140.904377,-3.242e-05,6.066e-05,-5.53e-06,3.588738163661482,0.4979958353467413,-2.3295297350694442e-07,-2.1331801e-08,,,CVn,1,66679,,4.524806378555483,,10.603,10.503,6217.139198296417
103742,103742,104077.0,200521.0,,,,,21.085714000000003,-37.231383,104.3841,64.41,-95.25,0.0,7.01,1.9169999999999998,K1III/IV,1.104,60.071862,-57.434511,-63.15606700000001,1.45e-06,4.371e-05,-3.838e-05,5.520227009349301,-0.6498102206190125,3.1226849164583336e-07,-4.617850300000001e-07,,,Mic,1,103742,,14.90047111787099,,,,4506.152751227316
26862,26862,26928.0,38022.0,,,,,5.715644999999999,5.23579,442.4779,-0.73,-8.04,0.0,8.15,-0.079,B9,0.037000000000000005,32.772116,439.41129299999994,40.378164,1.68e-06,1.45e-06,-1.717e-05,1.496352284032526,0.09138177393358377,-3.539139868055555e-09,-3.8979019e-08,,,Ori,1,26862,,93.66988779521158,,,,9685.973620151606
103318,103318,103650.0,,,,,,21.000906,70.668677,25.8465,151.18,-47.05,0.0,9.32,7.257999999999999,K2,1.12,6.051501,-6.048474,24.389278,1.733e-05,9.46e-06,-1.95e-06,5.498024344236571,1.233401098082685,7.329413222638891e-07,-2.28104836e-07,,,Cep,1,103318,,0.10884287379435938,,,,4471.937939664698
107012,107012,107355.0,207086.0,,,,,21.744148000000003,58.225698,182.8154,67.35,24.1,0.0,6.8,0.49,G9III,1.054,79.960309,-53.604848,155.416665,1.816e-05,5.969e-05,1.125e-05,5.692604660067621,1.0162301423508486,3.2652201385416664e-07,1.1684009699999999e-07,,,Cep,1,107012,,55.46257129579104,,,,4616.717083828433
79450,79450,79691.0,146639.0,,,,,16.264089000000002,36.554481,309.5975,-8.87,-7.88,0.0,7.0,-0.45399999999999996,K5,1.3319999999999999,-109.172351,-223.45362599999999,184.392209,-1.505e-05,-4.8e-07,-9.5e-06,4.257928603723983,0.6379960437209675,-4.3002973465277785e-08,-3.8203318e-08,,,CrB,1,79450,,132.31223331133708,,,,4065.0435225094448
55197,55197,55361.0,98501.0,,,,,11.336106,28.310444,490.1961,-7.2,11.02,0.0,7.76,-0.6920000000000001,K2,1.416,-425.062045,74.631843,232.474863,1.519e-05,1.47e-05,2.305e-05,2.9677855765673815,0.4941104644815863,-3.4906585e-08,5.3426467000000005e-08,,,Leo,1,55197,,164.7403559435753,,,,3924.3884080508515
67976,67976,68194.0,121637.0,,,,,13.961260999999999,-45.404296,70.922,-55.68,-75.59,0.0,8.26,4.006,F6/F7V,0.517,-43.373447,-24.458488,-50.502046,6.72e-06,2.576e-05,-1.825e-05,3.6550494959877486,-0.7924544656182838,-2.699442573333333e-07,-3.6647066100000004e-07,,,Cen,1,67976,,2.1757049509257937,,,,6312.77973184805
98216,98216,98527.0,188710.0,,,,,20.016431,-66.845283,775.1938,25.73,-11.16,0.0,8.83,-0.617,A0V,0.036000000000000004,153.543599,-263.321931,-712.74915,6.41e-05,8.202e-05,-1.649e-05,5.2402892804974,-1.1666702844205523,1.2474256000694444e-07,-5.4105206e-08,,,Pav,1,98216,,153.74464569916873,,,,9697.28894081955
29720,29720,29793.0,43246.0,,,,,6.272833,28.851978000000003,271.7391,-3.38,-15.1,7.5,7.41,0.239,A2,0.41100000000000003,-16.985851999999998,237.40110299999998,131.12731200000002,3.28e-06,1.659e-05,-1.372e-05,1.642223800616354,0.5035620044399313,-1.6386702402777776e-08,-7.3206865e-08,,,Aur,1,29720,,69.88757961347103,V395,7.434,7.354,6822.203449258034
10383,10383,10407.0,,,,,,2.234793,2.470576,602.4096,1.32,-1.86,0.0,9.66,0.7609999999999999,K0,0.9890000000000001,501.746913,332.374852,25.967658,-1.93e-06,3.34e-06,-5.43e-06,0.5850674519959801,0.04311967709657751,6.3995405833333324e-09,-9.017533999999999e-09,,,Cet,1,10383,,43.2115654470299,,,,4769.304916235793
77342,77342,77578.0,141680.0,5888.0,,34Ome Ser,,15.838207,2.196509,83.8223,30.15,-47.62,-4.0,5.21,0.593,G8III,1.0190000000000001,-44.914398,-70.700408,3.2126490000000003,1.214e-05,-3.75e-06,-1.949e-05,4.146433015999091,0.0383363159026025,1.461713246875e-07,-2.3086827399999996e-07,Ome,34.0,Ser,1,77342,,50.44289459524139,,,,4697.578024064494
30950,30950,31023.0,45465.0,,,,,6.5095339999999995,52.80919599999999,189.3939,-1.51,-23.44,0.0,7.64,1.253,F0,0.28800000000000003,-15.226298000000002,113.466099,150.876285,-9.1e-07,1.718e-05,-1.301e-05,1.7041919499439924,0.9216943536471476,-7.320686576388891e-09,-1.13640326e-07,,,Aur,1,30950,,27.466289924159568,,,,7538.989625080073
35314,35314,35411.0,56714.0,,,,,7.311203,14.363420999999999,277.0083,-6.82,-3.77,32.0,7.77,0.5579999999999999,B9III,-0.07400000000000001,-90.31854399999999,252.69381600000003,68.717925,-2.47e-06,3.412e-05,3.21e-06,1.914068572687436,0.2506889810720937,-3.306429301388889e-08,-1.8277474999999998e-08,,,Gem,1,35314,,52.09547473285554,,,,11153.306863626529
25363,25363,25427.0,35658.0,,,,,5.43786,-3.0760810000000003,317.4603,0.74,-0.07,0.0,8.99,1.482,A0,0.111,46.484421000000005,313.576196,-17.035539,-1.13e-06,1.6e-07,-1.1e-07,1.4236284483916861,-0.05368773796947875,3.587621236111111e-09,-3.393690000000001e-10,,,Ori,1,25363,,22.243339984851108,,,,8922.681607776542
55792,55792,55959.0,99691.0,,,,,11.467555,-22.751898999999998,276.2431,-44.01,-1.77,0.0,9.18,1.974,G8/K0IV,0.91,-252.277154,35.395468,-106.834677,9.1e-06,5.824e-05,-2.19e-06,3.002198827043118,-0.3970955460855175,-2.133665008125e-07,-8.581201999999999e-09,,,Crt,1,55792,,14.138391390945642,,,,4969.761180642741
114070,114070,114432.0,218805.0,,,,,23.174807,41.321889,63.2911,-97.58,-81.95,0.0,7.74,3.733,F5,0.496,46.42747,-10.189033,41.790394,9.8e-06,-3.28e-05,-1.888e-05,6.067150253539594,0.7212030245829038,-4.7308118948611107e-07,-3.9730481099999997e-07,,,And,1,114070,,2.7976926378546505,,,,6407.085991242047
109445,109445,109791.0,211019.0,,,,,22.238708,-5.558715,158.2278,5.8,-9.55,0.0,8.87,2.8739999999999997,A2,0.08800000000000001,141.036337,-70.07050699999999,-15.326854999999998,1.34e-06,4.3e-06,-7.29e-06,5.8220801850429424,-0.0970178781224275,2.8119193472222215e-08,-4.6299706e-08,,,Aqr,1,109445,,6.171631684555835,,,,9145.305320048672
42809,42809,42928.0,74706.0,3473.0,,,,8.748653,-21.167826,84.3882,-24.66,4.12,-15.0,6.1,1.469,A5V,0.195,-51.865763,59.18368100000001,-30.472613,1.661e-05,-3.65e-06,7.11e-06,2.2903918688932805,-0.3694482652246737,-1.19555053625e-07,1.9974323e-08,,,Pyx,1,42809,,22.511270159128795,,,,8201.905393075882
65734,65734,65942.0,117505.0,,,,,13.518732,-25.656964000000002,107.7586,18.9,-25.17,0.0,7.43,2.2680000000000002,A4IV,0.245,-89.556629,-37.611159,-46.657548999999996,9.07e-06,-6.9e-06,-1.185e-05,3.5391956427606237,-0.4477984897415263,9.1629785625e-08,-1.22027603e-07,,,Hya,1,65734,,10.784499632938315,,,,7830.325211289545
12306,12306,12338.0,16940.0,,,,,2.648111,-70.67984799999999,296.7359,5.48,3.84,0.0,6.7,-0.662,K4III,1.431,75.51127,62.738972,-280.025113,-1.03e-06,9.39e-06,1.83e-06,0.6932738364681599,-1.2335960641026062,2.6567789694444447e-08,1.8616845e-08,,,Hyi,1,12306,,160.25072388814198,,,,3900.331057511479
74262,74262,74490.0,134946.0,5655.0,,,,15.221503,-24.008322,151.5152,-22.93,-19.97,3.0,6.47,0.568,B8III,-0.026000000000000002,-92.03192800000001,-103.376245,-61.646898,-1.047e-05,1.356e-05,-1.465e-05,3.984980291281952,-0.419024266151305,-1.1116777695138886e-07,-9.6817292e-08,,,Lib,1,74262,,51.617860549667284,,,,10461.58402429643
49635,49635,49776.0,88168.0,,,,,10.160835,-22.253026000000002,279.3296,-6.63,15.07,0.0,8.63,1.399,K0III,1.088,-229.13218500000002,119.723674,-105.78142199999999,-2.69e-06,1.154e-05,1.889e-05,2.660100288747464,-0.38838857771256624,-3.2143147020833334e-08,7.3061421e-08,,,Hya,1,49635,,24.010433435693212,,,,4540.922656754363
56670,56670,56840.0,101241.0,,,,,11.652857000000001,17.838275,157.4803,-3.15,-7.58,0.0,8.01,2.024,F5,0.523,-149.290766,13.605301,48.241144,-1.55e-06,2.56e-06,-5.51e-06,3.0507107983732293,0.31133663944733503,-1.52716309375e-08,-3.6748876e-08,,,Leo,1,56670,,13.502058956622387,,,,6286.382449166465
82183,82183,82434.0,326267.0,,,,,16.846943,-43.78687,35.2734,5.18,-396.12,28.0,10.06,7.3229999999999995,K2,1.094,-7.570807,-24.313256,-24.408580999999998,8.63e-06,2.475e-05,-6.872e-05,4.4105192377418,-0.7642250448845712,2.5113348652777782e-08,-1.9204439509999997e-06,,,Sco,1,82183,,0.10251797048255566,,,,4527.818003895074
145,145,145.0,224926.0,9087.0,,29    Psc,,0.030402,-3.027504,139.2758,18.9,-10.25,23.0,5.13,-0.589,B7III-IV,-0.128,139.077212,1.106982,-7.355907000000001,2.302e-05,1.294e-05,-8.15e-06,0.007959311760624218,-0.052839908817267495,9.1629785625e-08,-4.9693402e-08,,29.0,Psc,1,145,,149.830421062266,,,,12066.238528971358
71641,71641,71867.0,129413.0,,,,,14.699402,17.885098,65.0195,29.64,-134.33,0.0,8.54,4.475,G0,0.623,-47.058222,-40.178785,19.96808,-3.82e-06,-1.555e-05,-4.029e-05,3.848294453364281,0.31215384656060124,1.4369877491666665e-07,-6.512502170000001e-07,,,Boo,1,71641,,1.4125375446227544,,,,5878.923296069901
111998,111998,112354.0,,,GJ 1272A,,,22.757741,11.191945,41.6146,13.82,-162.9,-0.6,9.81,6.7139999999999995,K6V:...,1.131,38.683222,-13.043811,8.077245,6.36e-06,8e-07,-3.236e-05,5.957962766260942,0.19533628358700625,6.700125065277779e-08,-7.89761485e-07,,,Peg,1,111998,GJ 1272,0.17963873990638898,,,,4448.730125436719
12148,12148,12180.0,16315.0,,,,,2.615823,-8.343407000000001,188.3239,33.52,10.01,0.0,8.57,2.195,A5,0.381,144.31916299999997,117.86056,-27.326894,-1.833e-05,2.454e-05,9.04e-06,0.684820856958525,-0.14561992236382126,1.6250954572222225e-07,4.8529849e-08,,,Cet,1,12148,,11.534532578210927,,,,6983.060554933346
16045,16045,16084.0,21607.0,,,,,3.453396,-48.862564,98.7167,56.45,-65.57,0.0,7.68,2.708,G8IV,0.889,40.160084999999995,51.036228,-74.346875,-3.584e-05,-1.87e-06,-2.064e-05,0.9040970396765734,-0.8528126225578875,2.7367732267361113e-07,-3.1789233000000003e-07,,,Hor,1,16045,,7.191177357825089,,,,5026.088080191952
22838,22838,22891.0,32385.0,,,,,4.923586,-73.76199100000001,147.2754,-15.77,57.88,0.0,8.63,2.7889999999999997,F3IV/V,0.408,11.452442,39.557888,-141.400348,2.185e-05,3.498e-05,1.156e-05,1.2889917870177223,-1.2873896056611176,-7.645511742361112e-08,2.80610158e-07,,,Men,1,22838,,6.6742120385847645,,,,6837.926421274538
13225,13225,13259.0,17569.0,,,,,2.843543,43.314690999999996,127.551,-18.99,-9.33,0.0,8.09,2.562,A0,0.25,68.255737,62.881269999999994,87.50061600000001,1.087e-05,-5.95e-06,-4.2e-06,0.7444377824214681,0.755983976210235,-9.20661179375e-08,-4.5233115999999996e-08,,,Per,1,13225,,8.226213938831098,,,,7795.1843950015245
94550,94550,94845.0,180631.0,,,,,19.298842999999998,-19.872028,363.6364,-8.16,0.1,0.0,9.32,1.517,G8III,0.955,114.05871100000002,-322.402296,-123.60745,-1.354e-05,-4.85e-06,1.7e-07,5.052425194843033,-0.34683231075788623,-3.956079633333334e-08,4.84813e-10,,,Sgr,1,94550,,21.53773355662176,,,,4853.4453144401205
78630,78630,78870.0,144390.0,5990.0,,,,16.099948,-6.139754,146.8429,-34.19,-5.3,-32.0,6.39,0.556,K0,1.034,-69.667084,-128.30662900000002,-15.705397,-5.67e-06,4.056e-05,-2.5e-07,4.214956498619273,-0.10715891783234376,-1.6575779738194444e-07,-2.5695125e-08,,,Oph,1,78630,,52.191526583544814,,,,4662.560527320384
109532,109532,109877.0,211265.0,,,,,22.254607999999998,34.008256,155.521,-15.53,-23.03,0.0,8.38,2.421,A2,0.322,115.693731,-56.880433,86.98481600000001,3.55e-06,-1.479e-05,-1.439e-05,5.82624283019881,0.5935560330398375,-7.529156459027778e-08,-1.1165259e-07,,,Peg,1,109532,,9.36698877952116,,,,7324.8507858355315
92999,92999,93292.0,,,,,,19.001654000000002,3.318289,367.6471,-1.63,-8.77,0.0,8.63,0.8029999999999999,B8,0.41200000000000003,95.148073,-354.483256,21.280403,-2.57e-06,-1.63e-06,-1.56e-05,4.974621473853448,0.05791506096610875,-7.902462993055556e-09,-4.2518159000000005e-08,,,Aql,1,92999,,41.57191206752182,,,,6816.97988634581
48383,48383,48520.0,85597.0,,,,,9.895325,34.926486,518.1347,5.46,-7.57,-2.0,8.59,0.018000000000000002,M2.0e-M8.2e,1.19,-361.939865,222.40685699999997,296.64502799999997,-1.503e-05,-6.86e-06,-1.676e-05,2.590589912619736,0.6095821758715437,2.647082695833333e-08,-3.6700394999999995e-08,,,LMi,1,48383,,85.66432555816556,S,11.885,7.715,4328.442414749455
42902,42902,43021.0,74326.0,,,,,8.766983999999999,57.435134999999995,316.4557,0.69,-0.51,0.0,7.99,0.488,A0,0.14,-112.87703400000001,127.562924,266.703366,-1.23e-06,-2.1e-07,-4.2e-07,2.295191007270626,1.0024322193651962,3.345214395833333e-09,-2.4725489999999998e-09,,,UMa,1,42902,,55.56483128371261,,,,8658.472979339122
37378,37378,37485.0,61580.0,,,,,7.695131,38.141172999999995,226.7574,-20.29,-6.67,0.0,9.16,2.3819999999999997,A2,0.28,-76.573247,161.067296,140.045645,1.82e-05,1.367e-05,-5.77e-06,2.014580601273912,0.66568905005062,-9.836869578472222e-08,-3.2337072e-08,,,Lyn,1,37378,,9.709570065288242,,,,7591.384013837195
3589,3589,3597.0,4322.0,,,,,0.7675609999999999,40.80891,56.7537,87.66,-60.06,0.0,7.57,3.8,F5,0.49700000000000005,42.092121,8.574055,37.090718,5.77e-06,2.579e-05,-1.251e-05,0.20094700064213328,0.71224984918291,4.24987672375e-07,-2.91179096e-07,,,And,1,3589,,2.6302679918953813,,,,6402.5262254090885
87507,87507,87778.0,162157.0,,,,,17.930916,-70.531235,188.3239,-1.59,-11.79,0.0,8.53,2.155,G8III,0.943,-1.135165,-62.756758999999995,-177.556165,-1.27e-06,1.017e-05,-3.59e-06,4.694302758550297,-1.2310022691459048,-7.708537520833334e-09,-5.7159531999999993e-08,,,Aps,1,87507,,11.967405313072437,,,,4883.896470694714
43487,43487,43610.0,76491.0,,,,,8.881799,-65.469685,392.1569,-7.62,7.56,0.0,8.63,0.6629999999999999,K2/K3III,1.5390000000000001,-111.509413,118.633549,-356.761497,1.6e-06,1.945e-05,5.97e-06,2.3252495647504787,-1.1426615652957524,-3.694280245833333e-08,3.6651914e-08,,,Vol,1,43487,,47.29334149186517,,,,3735.773653017839
20244,20244,20294.0,27653.0,,,,,4.349176,-19.631536999999998,502.5126,20.26,29.0,0.0,9.08,0.574,K3III,1.3980000000000001,198.245524,429.784051,-168.82918700000002,-3.487e-05,4.222e-05,6.654e-05,1.138611691453452,-0.3426349647852887,9.822325168055557e-08,1.40595967e-07,,,Eri,1,20244,,51.33339643802892,,,,3953.6685861952305
64371,64371,64576.0,114919.0,,,,,13.236335,-34.685387,740.7407,-11.71,-4.94,0.0,9.08,-0.268,K3III,1.3780000000000001,-577.474824,-193.725031,-421.533183,-3.8e-06,4.308e-05,-1.459e-05,3.4652643832477823,-0.6053742135607062,-5.677168199305557e-08,-2.3949794999999997e-08,,,Cen,1,64371,,111.48078033638414,,,,3986.740999652071
42388,42388,42507.0,,,Gl 316,,,8.666741,-6.475848,30.2847,116.59,-145.34,-6.0,9.9,7.494,M0,1.361,-19.342838,23.050984,-3.415635,-7.65e-06,-1.752e-05,-2.051e-05,2.268947498887364,-0.11302487349677624,5.652442701597222e-07,-7.04628203e-07,,,Hya,1,42388,,0.08757900363063681,,,,4015.3096914784223
43750,43750,43875.0,76918.0,,,,,8.938102,-60.47196700000001,432.9004,-13.26,11.65,0.0,7.38,-0.802,M1III,1.704,-148.400008,153.289449,-376.67298700000003,5.2e-06,3.464e-05,1.205e-05,2.339989618494928,-1.0554349307930613,-6.428629404166665e-08,5.6480793e-08,,,Car,1,43750,,182.3055960681068,,,,3510.4107047665707
85791,85791,86054.0,159714.0,,,,,17.586317,24.349372,387.5969,13.22,-21.97,-20.0,7.29,-0.652,K4III,1.53,-38.168755,-351.05045,159.80596200000002,2.487e-05,-1.08e-06,-4.604e-05,4.604087089808225,0.42497671900630624,6.409236856944445e-08,-1.0651356500000001e-07,,,Her,1,85791,,158.78153642056157,,,,3748.9340370997115
1801,1801,1805.0,1810.0,,,,,0.381483,62.241384,375.9398,-3.61,-1.73,-52.0,8.17,0.294,B0IV,0.06,174.220345,17.45779,332.675337,-2.121e-05,-8.74e-06,-4.853e-05,0.09987202185947863,1.0863170836113352,-1.7501773868055555e-08,-8.387276e-09,,,Cas,1,1801,,66.43546819760057,V745,8.238999999999999,8.109,9433.580164775109
108073,108073,108418.0,208263.0,,,,,21.963724,-67.123122,96.6184,7.34,4.05,0.0,8.12,3.195,F0IV,0.35600000000000004,32.348633,-19.088361,-89.018626,3.25e-06,2.07e-06,7.4e-07,5.7500895603715865,-1.1715194851941524,3.5585324152777786e-08,1.9634954e-08,,,Ind,1,108073,,4.591980128368685,,,,7123.560356605569
73227,73227,73454.0,133029.0,5597.0,,,,15.010756,47.277440999999996,169.7793,-8.22,15.49,-14.0,6.35,0.201,B9p SiSrCr,-0.099,-81.219502,-81.67817099999999,124.727852,8.66e-06,1.83e-05,-1.87e-06,3.92980665729776,0.8251470131043412,-3.985168454166667e-08,7.509763900000002e-08,,,Boo,1,73227,,72.37690370745294,BX,6.365,6.335,11556.028141673281
102520,102520,102851.0,198550.0,,Gl 808.2,,,20.836265,29.384115,20.9908,23.11,-59.15,-8.3,8.32,6.71,K5V,1.068,12.367073,-13.475508999999999,10.299356,-1.27e-06,4.86e-06,-9.41e-06,5.454921405353863,0.512849546786195,1.1204044157638886e-07,-2.86767292e-07,,,Vul,1,102520,,0.1803017740859568,,,,4585.187259968924
114378,114378,114740.0,219243.0,,,,,23.243099,-20.018629999999998,454.5455,21.63,-0.44,0.0,8.07,-0.218,K0III,1.1420000000000001,418.725009,-84.076223,-155.60259299999998,9.06e-06,4.679e-05,-9.1e-07,6.085029205570493,-0.34939100466532497,1.0486519910416667e-07,-2.13318e-09,,,Aqr,1,114378,,106.46331870513123,,,,4425.773883079491
23021,23021,23075.0,31641.0,,,,,4.964853,8.737409,165.2893,-9.52,5.03,0.0,8.44,2.349,A5,0.19899999999999998,43.733771999999995,157.408624,25.108467,7.19e-06,-2.63e-06,3.98e-06,1.299795494150204,0.15249655337862,-4.6154262388888875e-08,2.4386127999999995e-08,,,Ori,1,23021,,10.009214583192954,,,,8170.75386850288
53119,53119,53273.0,94402.0,4253.0,,,,10.895475999999999,-2.129205,95.8773,-83.35,15.0,15.0,5.45,0.541,G8III,0.966,-91.83341,27.320656,-3.5621419999999997,-3.9e-06,4.158e-05,6.4e-06,2.8524288471932264,-0.037161637682045,-4.040922027430555e-07,7.2722052e-08,,,Leo,1,53119,,52.91758304203464,,,,4825.882104517954
19078,19078,19126.0,26071.0,,,,,4.100347,-38.997021999999994,90.009,-23.53,-146.57,0.0,8.89,4.119,G5IV/V,0.742,33.373156,61.478981000000005,-56.640864,-1.018e-05,-4.027e-05,-4.97e-05,1.0734683238292335,-0.6806264396748463,-1.1407665903472225e-07,-7.105914109999999e-07,,,Eri,1,19078,,1.9606496672266,,,,5461.9218711141175
30906,30906,30979.0,45977.0,,,,,6.502029,-11.808942,28.3286,-155.86,79.13,0.0,9.11,6.849,K4V,1.12,-3.6339639999999997,27.489887,-5.797414,2.093e-05,5.01e-06,1.064e-05,1.702227168232228,-0.20610491221068125,-7.55630602513889e-07,3.83633065e-07,,,CMa,1,30906,,0.1586353605478501,,,,4471.937939664698
21649,21649,21702.0,,,,,,4.65971,-21.239707,90.9091,13.01,22.2,0.0,9.04,4.247,G0,0.64,29.125667,79.570922,-32.933694,-4.17e-06,5.3e-06,9.12e-06,1.2199092568997736,-0.37070282424942624,6.307425984027778e-08,1.0762863699999998e-07,,,Eri,1,21649,,1.74260918982593,,9.09,8.99,5815.213657459187
38472,38472,38585.0,65000.0,,,,,7.901128,-52.352304,151.2859,-43.21,11.02,0.0,9.81,3.911,G3/G5V,0.59,-44.116267,81.195097,-119.78537,2.479e-05,2.075e-05,4.94e-06,2.068510456980076,-0.9137200735184138,-2.0948799136805556e-07,5.3426467000000005e-08,,,Car,1,38472,,2.3746521436516743,,,,6006.976021238379
76867,76867,77103.0,140666.0,,,,,15.743484,11.422058,308.642,-31.3,-25.59,0.0,7.47,0.023,K0,1.093,-168.505172,-251.256866,61.121832999999995,-4.312e-05,1.979e-05,-3.753e-05,4.121634451216532,0.19935252544157495,-1.517466820138889e-07,-1.2406382e-07,,,Ser,1,76867,,85.27073373436288,,,,4529.9965860761895
45054,45054,45185.0,79401.0,,,,,9.207645,-42.950607,389.1051,-6.26,7.39,0.0,8.58,0.63,K2/K3IV,1.4180000000000001,-212.03019300000003,190.145846,-265.123619,8.1e-07,1.513e-05,1.02e-05,2.4105558194433065,-0.7496295055073625,-3.0349336402777776e-08,3.582773e-08,,,Vel,1,45054,,48.75284901033863,,,,3921.1629150477656
64319,64319,64523.0,115019.0,,NN 3771,,,13.224557,56.680888,653.5948,8.24,-12.44,-18.7,7.98,-1.097,K2II,1.1320000000000001,-340.728515,-113.13639599999999,546.1594809999999,-1.306e-05,-3.185e-05,-3.763e-05,3.4621808475506635,0.9892681262803162,3.994864727777777e-08,-6.0310821e-08,,,UMa,1,64319,,239.22138475120533,,,,4446.6328629062355
100213,100213,100539.0,192655.0,,,,,20.386208,-75.552237,85.5432,177.47,-215.96,0.0,8.43,3.7689999999999997,G1V,0.547,12.482942999999999,-17.311583,-82.83794,8.97e-06,0.00011339,-2.234e-05,5.33709678448984,-1.3186352932817098,8.603988388819444e-07,-1.0470036240000001e-06,,,Oct,1,100213,,2.7064499490384804,,,,6183.130031999174
108143,108143,108488.0,208790.0,,,,,21.977665,0.539441,280.112,32.14,-6.77,0.0,7.63,0.39299999999999996,K2,1.3659999999999999,241.750314,-141.465769,2.6372240000000002,2.212e-05,3.762e-05,-9.19e-06,5.7537393184172725,0.0094150278084975,1.5581911693055556e-07,-3.2821886e-08,,,Aqr,1,108143,,60.64569815101366,,,,4006.862895775092
38632,38632,38745.0,64558.0,,,,,7.931978,34.454378999999996,142.6534,11.18,-58.56,-22.2,8.44,2.6689999999999996,G0,0.695,-56.99094100000001,102.900464,80.706028,-8.79e-06,-8e-08,-4.624e-05,2.076586903268983,0.6013423528147037,5.420216948611112e-08,-2.83906891e-07,,,Lyn,1,38632,,7.454182133789902,,,,5618.849101639487
107383,107383,107726.0,207545.0,,,,,21.822664000000003,15.761168,152.6718,27.48,6.16,0.0,6.84,0.9209999999999999,K0,0.9059999999999999,123.699946,-79.29215400000001,41.469941999999996,9.93e-06,1.779e-05,4.39e-06,5.7131601707344934,0.2750842753145675,1.3322679941666667e-07,2.9864522e-08,,,Peg,1,107383,,37.290653996215255,,,,4980.386823978707
87373,87373,87645.0,163330.0,,,,,17.902224,34.164133,362.3188,-3.1,0.53,0.0,9.03,1.235,F,0.1,-7.6732320000000005,-299.696056,203.465742,-5.43e-06,6.6e-07,7.7e-07,4.686791222494289,0.59627659848323,-1.5029224097222224e-08,2.569512e-09,,,Her,1,87373,,27.925438412373374,,,,9027.638443017657
